case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-158672,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVT7InxoTSfCNA0LgwMLjKiNNebZBoZppfnCluIo0SIqGEjakpW9fQEw2mHIu4HZWSpHhW2BrVYAXeDXUGpf3cKGLzKThx3EpNwXbs5+henqYJ5Nt6VL1e0IC6OXyoKJ06Q==,04/29/2025,04/29/2025,,2,2
RP-2025-158662,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc+d8ofPZJyUXPkbB7so0MhxFR+kEJMVxnFQKH/UutRQ7FfqoNpgDMZh6uj9mnAO+woRDQVvvzQkpgp5pRNqj1MmzVGIMdf7wvcS+5t3J1ybIf8m0NVnuu51+e6WDkHM6w==,04/29/2025,04/29/2025,,2,2
RP-2025-158595,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVb/p1Qlm8UYhAPYkNDAZBSgHUXdB4ph2WiZfwI9b/TZTJKr2Akm29rFlZWCi9D+mHL//jU6WhbM1lEKmGN/D2UJlqKx+yfz/egres4oGIztw7FULpUdVCzeRKkyxek9vyA==,04/29/2025,04/29/2025,,2,2
RP-2025-158581,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdS6S2BgvKlQqFwMAlL+NfI9WkpXYio6YFWiKbjnDiE+G9GQa3PKr8OqDP9Iu4ZviYC6PPUT25EvXtGihXfGyDbh5c4pSuvhCi4JxiHzsXisbQjiiHxFKtXlpoGp3l9yAQ==,04/29/2025,04/29/2025,,2,2
RP-2025-158568,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXODWpGrBU9H63VWenzGtRXPRgVmY1cRPGh1/lokuupfg98f2NPXX7MUYLtDbRsaamXrfWLJFlPcAqyRxnTHTdWx3eiwMOYGqtCTnr9AF9MlUulcSjAoT+hpYHaiG29+Ew==,04/29/2025,04/29/2025,,2,2
RP-2025-158547,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUV6jpRHk6xywX4VeXLWy6YaS2JT5fQK1JhTZg+SLo5shSm5BxiFfzSS9ZtIyK3Dm8ezaB5y4QJQYv2zPQPjcBRnZMt0hsUZVE/+mC7CAOCfSsNwVJhXlzd7oaCp3L/pow==,04/29/2025,04/29/2025,,2,2
RP-2025-158537,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfw06tEMPlfFwp+bOsqFUvrP9hSysl5ZM0cd4zKYecs7+FUCICzKBtvym3ppZ1GoqQrUek3Mkvic1WiMw+n/aUP/oXrCaUjNiN1ZEQFRvjptaQIH2T0xrDg3EN9snRAmLQ==,04/29/2025,04/29/2025,,2,2
RP-2025-158518,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdquXaYfLUjgS0kD66eFh3jlwZQfoG/pO28TIf/PSURbTD0zf4XoWtUSD3+DMHjFrv8gcEdBCJpgqVk+CCHF22+K9W9HMq9qFGdUsiegtOTnX8fkET5aWoYLKm3Kadkp4g==,04/29/2025,04/29/2025,,2,2
RP-2025-158496,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZWuu/leKwl72Zw8vXM3l/inwXZ4d5cTsY2We+/Z4/ZwVrK/c/wAT8G7/MUU50KYrwp9wYTR+I6MZb9XHsgilhq7wzZaBJ82k+6zcmRSuflEUKf1jOXYBiNWzcSff86zhQ==,04/29/2025,04/29/2025,,2,2
RP-2025-158482,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSwmYGzq72MSvIZ07auDQn8/uHt+4uLHzCDy+Xd+N3HOfnrVMYXwlK7MfNh8QIVGTpSf4pOjVbuj7ZsgPAYjbtU/7BE+ImaUHHsmueZ0WUF0yvSiXGM6kMG1d9/1d8IrAQ==,04/29/2025,04/29/2025,,2,2
