case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-164057,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfISzjk63rWu9zVerVSCG7lfxU5Q9ME5nUw3UMaTeOVzh0kqnIV5RJuBYtS/X3FglPutbha6ZmIPF9ejH0qD69ygOymOYrmhKOvliv6Ddkt9tZ09jyi074SaQ9WmkSX9BA==,05/02/2025,05/02/2025,,2,2
RP-2025-164052,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcnExtN/3F60ljll65iPGPUvCz3gxopkBruRS+Wn1LuW8ooK0FMYOd5M4vF+RgA3L6PMaCzXOrlXwaVsc4UgUGVn+xirOiiok0znVSNLunzCwBZIi7M58FsWLYDTk+p2ew==,05/02/2025,05/02/2025,,2,2
RP-2025-164028,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeiexiN79nuBmnzUjmIMNtCd2mEgtwtAjpVOHNn31x3WR5tFAClUBdi2+XvBrnHpsON6aoDmRNWWvv57th4+xuc3m0mSPueS0lIVkVUHuBm9lQkyQY1ej2fXZKhVA54GLw==,05/02/2025,05/02/2025,,2,2
RP-2025-164022,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQOlGSneNYSYJxi7m36Wh22AES8iDLZwsPZPy+SPfM22n1L0RGygvJ+ibE71t0cfGJgjakxk45LwkmxFYUq0LchyCjjZqDPZ23WDqpp9Jz0trOjAHUvYU4Pl72rskG2sXw==,05/02/2025,05/02/2025,,2,2
RP-2025-164013,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWwwKmle9ANIxyXq/NSWqKU3zWU2/OOzvlrkX/9lyKHFekNf9LjsrpAsw8e2tpwODQ8QQNnvAiBGlTSamxQGLFRj1U5u6jrtEMEFUogRLZXbekj269YBoxUrWtHfe4ZbgQ==,05/02/2025,05/02/2025,,2,2
RP-2025-164011,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTdItZS+4qxwdQwug6EQj6Qh5M3Wkh0DhBps1Jf7DVV/7pHnHNjNOgg9jL9I5FrCI3CHprphv8SX8RTYgv9uM2nWz4lAK7mCAvNrqPs3kInG+Hbnrg57q/TVhFPeOjPBqw==,05/02/2025,05/02/2025,,2,2
RP-2025-163989,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYKRaW+oBJSSqLFBXRBz3sFVuK9x/+zm5l4LrUl8jtTFN3cRjJHNFlsNsiWH3RWfrIoU5DTMm+J7xkGTMHL+7SkMp8Exi8zKxix/dXuRDiGUKuQsVD2x28FLiUlS3szq9g==,05/02/2025,05/02/2025,,2,2
RP-2025-163985,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdt5Q7DiHh22FeuJO5pubt+NuLuY6JhwvBcwohimaY+M0YXcp8fbFxhM1MGIs0yVEw5NiUhllwAehVgy0iQGG1eojFbMgOmTn+Ne501ZOc0aA9sRvm8fdQNgeJ76Sp2oIQ==,05/02/2025,05/02/2025,,2,2
RP-2025-163954,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVV2FTOko1SLBaicZR6A8c2/8CATlqwyVZGn4UCNIJvqO0sr+IVBuLKw/dGEWLnnlq9sToGmx3ioV1c7899dBGfbPEMio0AK4UHNFvIyHGGsA9LiYx+XRU5aWzFNMPZ7/lA==,05/02/2025,05/02/2025,,2,2
RP-2025-163940,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcUNtolHnwyGgjAZm2NCXwo9lnLLK30i4qwkOL8olOPXOq93AVTUIJK8wuq7VVIu4OigiGE8HOHlEtVsdWJnP1kPz1WmymEezY1Ny47O1O8sPhR1ayqyILsniVIi/7X9qg==,05/02/2025,05/02/2025,,2,2
RP-2025-163934,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXA+rRpkrQrWUYEzeRoDDywLCibV4MHeNuC8sE8RDC4Bb0UcK7PZG5378WLrufUTnQxRAwqtZu1QS9SFe567n8qhyYI6jhdw7Ok9d4ITl8t1WNUHblgYV/yZGd2Kc63IRg==,05/02/2025,05/02/2025,,2,2
RP-2025-163883,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTIzZjBKayIrdP6/quLJ4nTdot6CKba+tnO7PxZg+AIcN9VG9t/KorPo92WO0afIccqWQ4AY51pNInsLcNbkFM0Utr33fBwOnjdewjKKFM/GtKCdlQoMlPubWVk49l2nwQ==,05/02/2025,05/02/2025,,2,2
RP-2025-163499,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVT+njT5RkGGxJ+saFZwcxHzur/WMF5Y2NeF0JiIWTjtWjARwwmWx/GXDZfjKUu98XgOTSrhmgr3G4DN90A7obYJ9vCMGQnWlriHWeolo6TzsxLLW+B15JAd2IZH/doZ0AA==,05/01/2025,05/01/2025,,2,2
RP-2025-162671,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU8aYVClJooweyCLajcKySH0l/fIV4V+BqugpL1rvd/Re/gMxJ2zYIO6FMEpPRE8XJ3CE/bxZNDadBbio7aSVgCVrnKOeNLfjqcqywL+yEJEe/xczSmLY6R07GHyge6IgQ==,05/01/2025,05/01/2025,,4,4
RP-2025-162557,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVXTNrbe8en02DU0dTrKQ0LA5SrCiSQBLIgpmIN3vK5csfAIIL2UlbXDWXkwrdUGZzv5lKLa8XbgS6OoxgeUjiBiJOWf3RygIqS7QjCXCJXjKEDs2wDfdPa3i4IlKslertQ==,05/01/2025,05/01/2025,,2,2
RP-2025-162535,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdrcwZyLqTOfDB0JH2i0lZsFSg5z42kx8h6wCD4IJCiKBYS7vszm0hdjT5klRuOB9ou8fjT74Y6DMMynX/4NaNvBrFpzik7rDpTlwqUZf3gI3PWdNBxkSR5TwBycoAU6GQ==,05/01/2025,05/01/2025,,2,2
RP-2025-162503,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVd92Ze0gI2jnaBvJCFVbUD5cSIACZ40yr7/rpHiTgpXgvzo9Hh7e5YeGuhKz6K6PXMcD8077QBsDP4qSxBSZYAKWn6PatANl+Ho+h1XuRkfi+zxHrsin5YXTodHl95cE2w==,05/01/2025,05/01/2025,,2,2
RP-2025-162491,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUMSSx9JrvHEjNKgXPJKB4wJvvUE2RyjM2MUX2Y+wroleOZF2Do6lzL4qgm+Wg0vzFzP56BEcD/NZ2zG8JY12fPG1P5MfPS83LnA1anInCGgLOH73AlgsY71MxLxFMKT9Q==,05/01/2025,05/01/2025,,2,2
RP-2025-162490,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZ+2i6FDBErRG7fSDzKM7hyjk3qr1kL3e12XKgoxMOz18P8yQLqHiuKYxVGqxqocvek0myu7g8k0NDsPOlfoAdmeeuslQ+WdoHio5qWCc3nnw3E6kY3KYHqoUaxOLgjKQA==,05/01/2025,05/01/2025,,2,2
RP-2025-162489,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZ4agjJflpS49hzsv9R1MQooENeV11NT5F4AmIPYckooMMf/+0pC3RqpsqOpoV7M+tBp9A76xxv/y4316Snf9Z1MZStKA740Xzl0Zei1ES40NVwpPnTeDSgxKZW9kquDaQ==,05/01/2025,05/01/2025,,2,2
RP-2025-162432,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWw/L1drlDPyVgwHbOA9kX/BUsdP99sBjOip5ZR6/s+/Gi9eXCrqZ9Mx/A9JcOVsBcNJax+tzRX7eT8bYZS4aeu5KJkuhpJMlRBMCjhE1V81DnZP+suoxv4Qx6mcUuebsA==,05/01/2025,05/01/2025,,2,2
RP-2025-162415,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSTt9sdwC/tA8PaRN9cvn+ihtgbHYYEACoq9uNcrIPzTGtfWatbDGpF5cpgObUGfdqolWdal2S1hB97FhLubvsCQCt1zKe5AO/mZ1iyhl0trdzEMrr5v9O2nBHVNzlZYcg==,05/01/2025,05/01/2025,,2,2
RP-2025-162377,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVW4XNTFy6v3XoyCxres7JyXica0DSm4A+nYC/SDgKn/JRuMnPzDj/2oibYa/q24xcCA58yWQjAZJ0oqRJ8ODFf4N2lXaUVc3ZCoACyCkOBvcr3paPQUHIAct3pJvbQNmFg==,05/01/2025,05/01/2025,,2,2
RP-2025-162360,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVasGrSNqr3L9rp2QlPkexFH1C9lV+0pAnFKn0pF/itQBHsrbMw2r6xsDAhXad0ze/cr/peBw84lEC6NFTewyR3vGlXn5G5AhpuKjWE8zNS1MVcBeI5SJ8tVjJ1cAEvkGDQ==,05/01/2025,05/01/2025,,2,2
RP-2025-162354,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVb/19SggpSXVr7wVP/sXyb9xPfkGCKKf733GqV23T2EJ2pGMmLizwcBBysWOnXVlLXYBztSrw31qys1EcxYvwkH/Z56+fYnCqq6+mfz37tfJem0KnYBLR5Inu4il8gDEww==,05/01/2025,05/01/2025,,2,2
RP-2025-162348,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWmTVeKhcohM5fVn4pmbzAVZLhfz8rv7Fg3Mn51Co9WwQlIANHF3Wb5JY028/D5HrECwb7KZCFCtObGCmPgmyHDG8waxySSa1/cvLF5pTlLrYP2WukuvdfPNzeCXu2d+HA==,05/01/2025,05/01/2025,,2,2
RP-2025-162343,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaeByoZS4YM5o8c/OLfZmuvrIIgSVAVF+yuJ0Dk1Yq+PpDMLxnPFv70WYotyYJ8eXhXgYZ+QF6E9zHogotI2g9ZMl9bNHHx0oh6qlC6VCvDSLuLRrmC4pfLejjTUJqTphg==,05/01/2025,05/01/2025,,2,2
RP-2025-162341,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcZPULTS13e9IFWHKcx96TdTlAhKXLFgOzV1PkL/5kZ/YLn1JKUDjboX8M67cGiA6R7SG8tLY1lHJ5ozZvD091tTU23cGbltBQpb0DVJnl8oETOA2JRcBf5qd9TtN+rMuw==,05/01/2025,05/01/2025,,2,2
RP-2025-162321,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfLDjxxoYAb44QsV6kZAfC8CbWDhcIO7SjWST7WGPVGKckA76vpzlndcSo2s0zAbCXi2Xe0/p24PS4wkN7Of5L+hQd9383X9dIZJtjwQVMy+H14C7lBgjQoz3/Blm1a/SA==,05/01/2025,05/01/2025,,2,2
RP-2025-162282,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSOmH9kj973vWpGwu0avFZam1THO2KNB8fXeXCZ8NOByHwIo4jD3HrgNFMc690m/68JlB3TXgUJDK0rp4SqkpqKK7XGdnYWdZA/18SblD5VhX91TTeOt9hIbZzP8TXBrFg==,05/01/2025,05/01/2025,,2,2
RP-2025-162281,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbTBhmApEhznymqb/bO4hcqoYjRYxdnEJ8yY54VgrFQndLGJQaW+0Y7r9YrV3qTutHIsoS98d4734TN3KGP05YJtbogh9IOB+WRjsnZIb/+dhIzDk2XVofpHN9E4xsWTXA==,05/01/2025,05/01/2025,,2,2
RP-2025-162277,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVciP9Ge4qF5FQkLO5uqK2VOTqWIu6fo9ztrXGBOlP97A0fyjKrcA0F6cWQPcx6Bq2pctgey2vKJ56fBId/CnYfA6+wnaLE4l62X513atdoWzeJcofL5tTsGciCt1YfZnbA==,05/01/2025,05/01/2025,,3,3
RP-2025-162244,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfmsgSPZvamsBFMv4HXRTr0r9EMM+tBeCsX/vKmcd1Q1I49m8d72Q916ar0evh1j2XHVHasMDh1TXB0hIC1oYljc2+siqnMQZXnyfXAKct1ddbFo4Wh+iwQWvi0onhI95g==,05/01/2025,05/01/2025,,3,3
RP-2025-161295,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTuXKCFE1MzycTxfzADprNliRtYZ8Hy/F4naLqiikO/E+uXThu2FFn/KmLjEN9Js8wXya9HI0qphfAiNhJy5nOYryQgvauuZ32BTk2RkjrCkU486dUIujpjLjZe02JhX3g==,04/30/2025,04/30/2025,,2,2
RP-2025-161283,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVajN5N+vmIAeGdXenKOj8DkjH+4WTaeqlzjExKYDcO/U9mIgQaUxqIIvk3BVfFSmvCaT6yD2frR/q5n6oOlnPa9HA4bsu4oRuY+6YFxg1q2+nzHCFIDdu8PJPv8VhZTQ0g==,04/30/2025,04/30/2025,,2,2
RP-2025-161163,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf8GFBcfYrbwW2MZi9d+VutpkAc8XQwgstAJ70E8UkfDYycokbUHzR2IoiOKTMawZ1sOH4/DN8KxW7d+dx+Vvwb31t7TFlOTFKTcuqvo3JEm/gaEELibcSV4lZIFAPFO2g==,04/30/2025,04/30/2025,,2,2
RP-2025-161111,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWCa6FzDWql7BYEU+s+iipHv8jkQFXOzfLSNJCDaUUSmo19GmATzkdOy4C3GV/gp8B0w4sfdBhpN4F0PP0A9HJCulSdTV9+G/1tO/J87Uc9BRCWTZIRm9H+iDPhxhb12/A==,04/30/2025,04/30/2025,,2,2
RP-2025-161108,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU4Ke2hdOBj6HMvf7sQyZsdBE0R5cqFntOcheJGPyzGw5kCV9CBFtk3rorLvdNR5Du8tOjYEZd/g4XA53nrH8A76/9XeJ3e+XEiX5zWM8E2lLME0h/YXy+rlF2NjUrr5og==,04/30/2025,04/30/2025,,2,2
