case_number,case_url,file_date,property_address,filing_no,volume_no,page_no,county,created_at,is_new,doc_type
RP-2025-200693,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcu73hPaqjxjV1bz6/eukfEYcjbLVWgOCEwPmMJ/nngF/c7pNIXR3Ypy5q0vz32DGe1J3Af/Tyna0VxWfbZSKCMs0Ns7kLl2ouEKbSm25/qhycvgA1h6o91Wc/Ly/rq35Q==,05/27/2025,":

Lot One (1), in Block Thirteen (13) of CORRECTIVE PLATOF PARTIAL

i OF MEMORIAL NORTAWEST, SECTION E Gh #
sube m in Harris County, Texas, according ta, the for plat thereof,
recorded in Volume 213, Page 108 of the Map Recordjtof Harris County, Texas.

The action sceks forcclosure of Plaintiff's aa i ‘Sferenced property in reference",,2,2,Harris,2025-05-28 08:16:05.360013,True,L/P
RP-2025-200649,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaT6i+SCTanNQBJ4y8NYslRSJ+abn0NSvT6EApWPXPCFx+bWNp+BZgdiWzeSyY1ByHTtrUhlN6Fo3Mg1DNWE6wAib6pNVuscnMcBV6P5ouu9ebY8+OGmdzSbNIRluKCGWA==,05/27/2025,"PO Box 90114, Houston, TX 77290",,3,3,Harris,2025-05-28 08:16:18.145183,True,L/P
RP-2025-199800,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVY6CAuwcw69/GLJ8N1WEv3U1Xheuzx8EEHNs5NUei24WilqTgRfZ6RW9fQsE+NAmg4Z42+mzKrN4wS24R7PrG4Y4BEPr96jbfFGCMzdTbb+YclLO7IEfmy1RhIlLm0huYg==,05/27/2025,"5746 Tabul Dr, Katy, Texas 77493",,3,3,Harris,2025-05-28 08:16:29.873481,True,L/P
RP-2025-199530,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVWzpXEj9eeOjadYymavPWQbpKqmlPQGMBGRZK+nmV+0GjpY5B0io46ZNidudQsYESMnblueOWZqyw6pgJPJzITTmZFcs3ozbYtDO/dJ3URW4oV5a6PZcFqL3UX7yNFFCJg==,05/27/2025,"the North 42.50 feet of Lot
Eleven and all of Lot Twelve, Block Sixteen, South side Buffalo Bayou, an addition
to the City of Houston, Harris County, Texas",,3,3,Harris,2025-05-28 08:16:40.053290,True,L/P
RP-2025-199332,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVW1zxVNI2CcSb/DrZ200EOTTdP3XqdgXFlIEeQ1LqbuIS1SaAv7b9oRp4KnK0ExDhS4ORT+nJA8rRLyvuSTfhxQtMQSNgFrlk5cFJFJjHwIudcdlCVbmQo6AluJ+uG4zlQ==,05/27/2025,5 INTHE DISTRICT COURT OF ASSOCIA,,3,3,Harris,2025-05-28 08:16:50.448207,True,L/P
