case_number,case_url,file_date,property_address,filing_no,volume_no,page_no,county,created_at,is_new,doc_type
RP-2025-203136,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVUvn052S6MceFfmZiCR92mZL9ahaeOz+DssR2PHcKH94RVOU8eQ2Y4FHCp/55IYWifnD9j/n6RGuGw4VwjW+GYqiCAzZvy+hq2eIEBeN2a1agVXIUtUikiLIcQKCRkFBvw==,05/29/2025,"1936 Margaret Street, Houston, TX 77093",,3,3,Harris,2025-05-31 15:50:44.192020,True,L/P
RP-2025-203135,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU8D3ce6CTekJYGZEM9DNpSu5Okbjse05l0ppWDTFkvQfi+IVHfTCa2/mQWvfWpk2IrHiuWkBuNT6Z9pw5p/9MZQ2Hv9Lx9AuDREB8GtYg8+C3bXmpPSld2M3WHPMir4ag==,05/29/2025,"921 E Tidwell Rd, Houston, TX 77022",,3,3,Harris,2025-05-31 15:50:55.721765,True,L/P
RP-2025-203134,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVc99sawVRrh+2+ymzBxLryo/9A/xlrNq+D1SvA9ydNlRL1uMxriEfb5YN/rWMxOTPz3kJOfirv/s6k740Y8nSiiXTqMvoO1JUQxY9J7vhu+8c3QsF+JVJBQ/feMgfDOcRQ==,05/29/2025,"2105 Fimat Street, Houston, Texas 77093",,3,3,Harris,2025-05-31 15:51:05.674580,True,L/P
RP-2025-203129,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaF9BacAGL2VPKpXwZYK+8hvDykL2MB9LnFdRyKmRiSnp1mogjJd6v7qYvGCG5sDcqQMdUpCZJOEze3BmIawKjziBPoPvb6YK+WzmSd/WC08sDmY7uOrn3vSc1B4EKmpYg==,05/29/2025,6210 Irby Street. Houston. Texas 77091,,3,3,Harris,2025-05-31 15:51:17.346538,True,L/P
RP-2025-203128,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVftXVtMH1Lu2DhgoQoaVDS+8hz412FB9wn4EtaXZ1zhrdDGcfIWeX4PgUXuadVIfM6J9qgZNxKafobZMPAd3pgdKAJVGQz0pDPUuPMyf+yMvpSpUHI/JT1RdMMoeu243OQ==,05/29/2025,No valid address found.,,3,3,Harris,2025-05-31 15:51:28.005617,True,L/P
RP-2025-203124,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSZo2I2LCWkYSuxLtEooI73Zdby/EhAn4vN2u3lzFUImUUTQXIITYVTlN9oLO259Z+OrzlUnF6+nb6zsaC0Pmx0Aj4ktoL2y7wbbt3QFEKYsv3Mp4Kxjte7PKPI3W6VPSg==,05/29/2025,"18 pending. in Court, Harris County. Texas",,3,3,Harris,2025-05-31 15:51:38.175805,True,L/P
RP-2025-203123,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVQ8OR1eHsLtp67NgtEhJCV0gmlgpbvwvCkCAgTFra0qzYaN9ofQxk4kv4L2OlsLPsq3rQGQHsTRwYNuzunGi6FvXjdAHyYKKg3NmN7uckQy10uAkdI8yD52YINpC2pFbyQ==,05/29/2025,AND HEIGHTS ANNEX NO. SUBDIVISION IN HAR,,3,3,Harris,2025-05-31 15:51:47.931836,True,L/P
RP-2025-203116,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbT7w4yrSF/tSSe7e/knAubaqjaQ+QvBlHCvSFNat55sVI1f3RQk5ULUi2ev/L6QT/h6NZJnMnzvawbO8TFM5wQKvpErIH6Y/EztYQ7YGWbHa1GDrG0gIvVkmA+pE40ZSg==,05/29/2025,"LOT 25, BLOCK 3, GREEN MEADOWS, HOUSTON, TEXAS 77091",,3,3,Harris,2025-05-31 15:51:58.606714,True,L/P
RP-2025-203115,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVX6T4eERzDhEKH3P9itJtOcibnq7lNp6Gx8HDt8SZO0FdyzN11YM1fwbvmG+LWiVVpmnZf1Mydqjtx+IAd8FZZwUOHy0vE6f13mPGlmfnYM3IHwEojnsbIXDl4Wd9c7sQA==,05/29/2025,"0 Knox Street. Houston, Texas 77091",,3,3,Harris,2025-05-31 15:52:09.350639,True,L/P
RP-2025-203109,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVX7YVtci02kasFgeo/vnaCGwTd+uiJT8frRyRzQA3ltWg5t7C2DOEzaO7EJUViHm61w33bM0XQKtLYV8EGStfa+CWJoNhDeVr5llL48clpQs7ZE2pKXDScBvBvPF1+e44w==,05/29/2025,No valid US address found.,,3,3,Harris,2025-05-31 15:52:20.084301,True,L/P
