case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-177386,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRdSEQTc9LhopXk0ZNbbsY8YPPA+5QdgG9uy2xt66jqPL+cad18YCtysBqLqMVlFDnwye3AsWM2IbyjsGSUpOmE9rz86GaLuMCuo6EAOM/XjmOje/h6ERZ2Ql6d13q/q5Q==,05/12/2025,05/12/2025,,2,2
RP-2025-177385,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVeXrHWL8qiveB4zzyd/B69f3DLGkbn6ZPH2dtbymVE2HDP3tP6GIG7d3eeWGilRIz5ynWX680QuqiLFJNEWifYqIv7PXzp232q35AAgWRXk1SnY70ZdsExQGQHrJ+hR3FA==,05/12/2025,05/12/2025,,2,2
RP-2025-177371,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVa5snSyDs4WtjeKY7hEvhN8dAKPNrnc/c2BtFeHa5irR9DbKlx/mQAxVIUxoDzGm07Y0yfDdTZuXC6C4T1nMiyO/IhGb3Toj4RCl1mXROx1WcICQ5LSRvpDUjQ9D581ryQ==,05/12/2025,05/12/2025,,2,2
RP-2025-176971,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdAATFIXM2LJr3VvEF6tlozediNfYBf6OAiXjbAlYXEntzBkonAZLKHd/vwzpfTVR/23FWiVITMuTLhPp1Jahvt4pkKuFlYBPrXKin3S7cOd35wLDqIGXAd/6Iew7uuouQ==,05/12/2025,05/12/2025,,3,3
RP-2025-176926,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfNpoWHzm0Rk3UYPY6DF+QX5fiRHdPKtmmqh9Y4HcdK2VGas7Flnit5qpIDyXnq5IV7tudq4xm4YRmWklpcMq38xRsD/UiVdmJqmjmojwZqGjBknM0wV+AkiYdTEJ/B4XQ==,05/12/2025,05/12/2025,,3,3
RP-2025-176925,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVf5vWHD8a4kkoglLwxTvIRuWQhJjMxIMCLCLvKYvZxRElY4lG8gKUj5PVxnBcfZOjE+MKQFmCu1APFgemfLn6G445uVvE4GWzwH7U21uj6pUULG0ZmjsjAx+uaqcEAqZQg==,05/12/2025,05/12/2025,,3,3
RP-2025-176924,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRtb/Rog+7OXlw2v1aEjIOI5TtTRO+SO5LDKfsQTYUZhPPryMXMESPisM2zoHbrRlKYnNF0bXMT0Ny5OJvJ7sVCBMYHCjeDdB851QSM2n6ispuHrOA5LRW7JQ/O1TWHQnw==,05/12/2025,05/12/2025,,3,3
RP-2025-176923,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTSY46cg5+h35t4K69aQTj+LS8Ojii3abCdxNiUb46JA333Ht/+77gVj1Vc5/a/kKarE57fnSbKMGxeJ9iDWnMVfBGqDiuzYIWvQtnsdDcgCNApfqARgcUN3Nmb6Ql5m4w==,05/12/2025,05/12/2025,,3,3
RP-2025-176922,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVU/ujWSwInRGIktYwt7S8jwB+Exmw2vMnaDEMq7lhvVz6GAqfLFyTW/60Qs0zHtwrfv4pcGF3gUCUazXhU23qcnKpJmKKKFe6nW4vacRTNQq9nkXo4MPpxDjm4pYSOGV7A==,05/12/2025,05/12/2025,,3,3
RP-2025-176921,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZDriCZexsWLorlb4O+J3HbsNMpL9lNdWsx6ug8QamB5oc0QyGBy8bQyjw4KdFoj9NLe8Zh+GYtQjZlCskVHn+tVixuT243zOhj3BKfaqBC/MW5uTqy03W+xcrQVOJNo/Q==,05/12/2025,05/12/2025,,3,3
RP-2025-176920,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVr1CsL2zKJsGg2roMd7TlsC+VFyhbivR7e2VAxt8Z/IGgmZatZwaoW42VJWqtAo6uQTC06T1cMOnNhlL1ZMwslcmCFjHkQ4RkZwgs9fuvPwe2RYdnPtDsaRD8p9gWbNcQ==,05/12/2025,05/12/2025,,3,3
RP-2025-176919,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRsLlWFIt3E8oi5WjyNQrdWUAgosRiMdIZM8Xx1BfRrqEqC0AdDxfhmAb6bUra1p/hsIjXd4m2qlCyISTod24RfompIG+Jv4e4JKAxl979cquU+D37krTl5tPnc0mDpGjQ==,05/12/2025,05/12/2025,,3,3
RP-2025-176918,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbHWhCShVnVM17p5qwI+wWr1KEjX+yZktiVqDvqcMSdf3E+IO0tT3I1gZErcrnOxWte6s/Yf2LMzPNKVtq4PlPo77hpyPyoQXEAyURDykQveEKLMatSgilbyk8LmNjXj7g==,05/12/2025,05/12/2025,,3,3
RP-2025-176504,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVY+m9QndAxtM+q+0dR/QfSdZSeiZgds9IT5oifavmQ+kzq22Oeb9o7W9BkjHItGYB15T2cDXrXAO3hfEOxs6UlCXOaR/vdvtzrVDzBZdYmnDjoOuyqsiQZx4vbZnH0BpNQ==,05/09/2025,05/09/2025,,2,2
RP-2025-176180,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfedPJJ5hkLJs6/lCxCOhoddErw4erv9GPm8Q2+49bsg4ede9aZD6xn0YjTJCKTEPwLu6sgb5T9/TI79BDJ26poRL6yMN6h0BnWwKavq41C+jYhlTgxz2DtMrM8P+Xz3zA==,05/09/2025,05/09/2025,,4,4
RP-2025-176161,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVSVJGC8WgQF2ixQzt+unN5PP+fbKJx/4T3c91V0c4z8PxlUomDi23DrO3ZSFwKO+Oby8tPkmqviF5l/SdhE/jz4mT/7p8EC4eQjESLdxgYbl1JhVOWUDVKBtBkK18TgWmQ==,05/09/2025,05/09/2025,,6,6
RP-2025-175765,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVZg6/AT2xTExkBQpxiZ36z7Pur4XnBtDrIdf8AGVnLpIvz6t/qZXxtdB/66nfFd0+DF526YQSUOkMGSTAivT7FMHKcfY+bfdYRx6T/hiBuOhFl8PYBlwfqKf3jPxwsrP/w==,05/09/2025,05/09/2025,,2,2
RP-2025-175478,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVdhf2W8hAtGnatvXP21TSqws9DDQrNTWxZipuLDBJ7W+r+jlbtFG/EqxTS2JiEnyJIzgQ3GsQkjrTSpxbxqtEYVpUXuQuFZRpnaMmRqEcnDwup83kQ7e0m2kHEkx5Qojcg==,05/09/2025,05/09/2025,,4,4
RP-2025-175425,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVVSzdpYINpcrBK6pHic40WpDoGvhXHyULwA4A1XG+7khba+8Swa0gVc6y+6PrkZVb6jTS5tEileXLPMZVNKL9OO2wAoCAdfWITJSHqbsOLBPRSI0hQJ+L/24TWUIB+eC+A==,05/09/2025,05/09/2025,,2,2
