case_number,case_url,file_date,property_address,filing_no,volume_no,page_no
RP-2025-197560,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcSjngh+DgTfslXS8+gBGCVvbUEOvpeIJKlU6Ce/I5VG/qDwXAS2FXXXsgxXGNnBer1Dnem8rcw8nse2ZQiIxQnhZGlIzp7oEgUrZRPxCSrnHgnlMNmEY0IY2Uz2gPzdMA==,05/23/2025,,,2,2
RP-2025-197114,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVR6VEvtLPvyrY68DiO9dOeR5cBDtuz85mY38VnVdSYsoP75Fec1EbSgXLjmk55izWx/uH4vv5fZ+8jtvmMhC3sexl12ot+R6z7B7faxpa/Bmuq9dfQPmKoctD0m4scAPsg==,05/23/2025,"D)

See ExhibiDasiua hick property is commonly known as 9133 Briar Forest Drive,
Houston, TR 77024.

This action socks: (a) recovery of delinquent assessments, interest and other charges authorized",,3,3
RP-2025-196910,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVbhdFQppyCIL2qBPKrY0PKzNvcQ2KmUhm4bD2Uk5r1UcuzHlnzhviCVpLvtfXxVy4Z5R1zdFVrsc9YtNmprITAyZmEjKn5kmL2YJqhB6AnSab9jG7DtZ0mXO/v4E27EAGQ==,05/23/2025,"‘Lot Tem (20), it Hck Thirteen (03), of Copperfield Middtegate Village, Section One
(D, a subdivision ins Harris County, Texas according to the map or plat thereof,
recorded in Volume 288, Page 120 of the Map Records of Harris Coury, Texas and
tahicr property s commonly known — ‘Silent Cedars Drive, Houston, TX 77085,

“",,2,2
RP-2025-196292,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVaWyN7Fad7DKLH7S35fMoeyN8lJVGhUwBh5D1u1TcD/OakjB5LK9/f7WnF4decPNsv8gdSKPhUQpacEAolWlN6FGZa7uOhU0t4cYzPcGK2DLhSLXzlpkEDrrjADU/c2EzQ==,05/23/2025,"The following described Condominium Unit, limited common elements

led interest In the general common

i Dorado Trace Condominiums,
Condom jum Project in Harris County, Texas, as fully described in and as

(ona

reto, recorded in Volume 106, Page 84 and Volume 155,
the Condominium Records of Harris C

encompsssed by
elements of £1 Dorado Trace Condomininits, being Parking Space(s) No(s). 514
and 547, together with the space encofsipassed by the boundaries thereof; and
an undivided 0.358% ownership Intarest in afd tg the’zeneral common elements
together with the limited common“ elémént? appurtenant beretos more
commonly known as 260 El Dorado Blvd #812, Wee ‘Texas

‘Th ation sok elo of Pats enon te abot atone",,3,3
RP-2025-196122,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRDlz/rGzzGLcizhXfryOviQr7Skz1mPN7Xlv66j2GRisieacYRg1VBsC9CIZsYu6uIkTvVhZnM5pkqrLW+eOEyGlSMnB4sFBoGXi3SDJp7oT5/TOShaDRArd2oF8l8Rnw==,05/22/2025,,,8,8
RP-2025-195871,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVcp1u/xzwXaGBYYcrkRCfUxe6YZh9TfR85Z9hYQ4g0ZXkVpSLvdvRbHmsZGtt/xXxizenqO4Ceq+XpZi6pIF98Dn6OIlvBQYBxpnf/NqM4ydnjoYLiFkfe6WD8+5eQ/phg==,05/22/2025,"q }

Lot Ten (10), in Block One (2), of Windrose West, Sec. 7, a subdtnlston according to tte
map oF plat thereof filed under Clerk's File No, X-499897, recorded at Film Code No.
555085, of the map records of Harris County, Texas and wohich property is commonly
krona as 20714 Pinebrook Hollowo Ln, Spring, TX 77378.

‘",,2,2
RP-2025-195798,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVTb7axTCdPl2pdQu+R9g1GnuBFjT+cKJVCba6Un1HQQ+Hlri65ThQsc/f2o1mX23HhuEmmqpPY49bJ10WHVOJPPDyZFAgO7tD2i+DJRIR7REzaReEHvyNwkwgkW3FdjGgg==,05/22/2025,"as
6615 Knollbridge Ln, Spring, TX 77379.
‘",,2,2
RP-2025-195474,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVRpzaO1Sd+MDMBdDD7NYtE9pX8IS7Nj1Mk++Fl1BxZBVQ8PZHwl1/XiSN5wWGT14bKOOQlrqXooWRSdLTbTygKyzvbWZTVchxhLGNTi8rX6iIaKg4k3pUkQF8K+b87JWlw==,05/22/2025,,,2,2
RP-2025-195383,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVYZdGfoWOeCDY9hjjIb+R66KCXFh3b21g2Kn9vh6Wt2SyoGCMuiNeKc/A2aCCnIRUCVZFa+Ia+v519UYH0mwfY67R1Z8S0p4NxMK+f8wDkItH67IvZkmgPOMtq2DoXqU5Q==,05/22/2025,,,3,3
RP-2025-195255,https://www.cclerk.hctx.net/Applications/WebSearch/EComm/ViewEdocs.aspx?ID=ihpahpMbvcoWkF5RdbzIVfUmY02lXXJNvISvlhzOh+MAdvv5ZYu8sn2+czzUwCpChncJ+G00xNjJuyPbQ7CGwcNiHFyEyQax2r50eztYTFBnHog3W4TQRE7n97wZy0YPQXuVLsHr/wUuSPr7qCvqBA==,05/22/2025,,,3,3
